 ,Area,IntDen,Median,RawIntDen
1,9,11394.000,1235,11394.000
2,4,4629.000,1146,4629.000
3,2,1700.000,880,1700.000
4,7,7731.000,1091,7731.000
5,2,1828.000,942,1828.000
6,4,4979.000,1296,4979.000
7,4,3714.000,902,3714.000
8,4,5234.000,1338,5234.000
9,5,4655.000,946,4655.000
10,9,11098.000,1178,11098.000
11,9,9520.000,967,9520.000
12,13,16393.000,1293,16393.000
13,7,7022.000,1010,7022.000
14,6,8285.000,1372,8285.000
15,5,4183.000,838,4183.000
16,3,2513.000,818,2513.000
17,11,15610.000,1471,15610.000
18,7,7062.000,980,7062.000
19,17,22154.000,1275,22154.000
20,3,2796.000,971,2796.000
21,4,3655.000,970,3655.000
22,8,7746.000,970,7746.000
23,12,13731.000,1212,13731.000
24,7,7417.000,1084,7417.000
25,9,9389.000,973,9389.000
26,26,32788.000,1338,32788.000
27,2,2091.000,1096,2091.000
28,14,12792.000,897,12792.000
29,9,10574.000,1122,10574.000
30,6,5668.000,890,5668.000
31,8,10425.000,1402,10425.000
32,21,23611.000,1093,23611.000
33,13,15477.000,1140,15477.000
34,6,7499.000,1230,7499.000
35,8,9639.000,1262,9639.000
36,10,10200.000,963,10200.000
37,6,5694.000,937,5694.000
38,6,6238.000,1020,6238.000
39,11,11753.000,1044,11753.000
40,8,9375.000,1206,9375.000
41,8,10225.000,1305,10225.000
42,6,7047.000,1192,7047.000
43,7,8729.000,1217,8729.000
44,2,2015.000,1153,2015.000
45,10,9887.000,965,9887.000
46,13,16931.000,1315,16931.000
47,13,16335.000,1167,16335.000
48,14,17675.000,1303,17675.000
49,10,10289.000,993,10289.000
50,2,2154.000,1135,2154.000
51,7,7027.000,1019,7027.000
52,7,7178.000,1050,7178.000
53,6,7901.000,1542,7901.000
54,10,12235.000,1117,12235.000
55,10,10825.000,1127,10825.000
56,6,6098.000,1047,6098.000
57,12,12862.000,1028,12862.000
58,9,11185.000,1267,11185.000
59,3,2792.000,963,2792.000
60,10,11863.000,1166,11863.000
61,14,14770.000,1040,14770.000
62,16,19609.000,1155,19609.000
63,14,15672.000,1040,15672.000
64,6,7145.000,1222,7145.000
65,7,7658.000,1207,7658.000
66,12,14399.000,1156,14399.000
67,10,11005.000,1078,11005.000
68,8,8135.000,1051,8135.000
69,10,10233.000,1061,10233.000
70,10,10931.000,1087,10931.000
71,12,14027.000,1190,14027.000
72,2,1656.000,832,1656.000
73,12,13763.000,1150,13763.000
74,5,5012.000,873,5012.000
75,3,2903.000,927,2903.000
76,6,7628.000,1325,7628.000
77,11,11382.000,996,11382.000
78,3,2637.000,868,2637.000
79,6,5452.000,887,5452.000
80,11,13288.000,1292,13288.000
81,5,5409.000,1013,5409.000
82,7,7537.000,1030,7537.000
83,14,16022.000,1119,16022.000
84,4,3460.000,885,3460.000
85,10,10964.000,1103,10964.000
86,6,6998.000,1229,6998.000
87,12,14098.000,1152,14098.000
88,6,6800.000,1136,6800.000
89,5,4447.000,887,4447.000
90,9,9440.000,971,9440.000
91,8,8071.000,966,8071.000
92,2,2006.000,1164,2006.000
93,7,8580.000,1258,8580.000
94,7,6463.000,867,6463.000
95,15,17312.000,1096,17312.000
96,2,1799.000,961,1799.000
97,11,13072.000,1156,13072.000
98,3,2856.000,912,2856.000
99,9,9039.000,963,9039.000
100,6,6410.000,1085,6410.000
101,13,17044.000,1285,17044.000
102,6,6730.000,1158,6730.000
103,15,16628.000,1148,16628.000
104,8,10131.000,1228,10131.000
105,6,6011.000,1046,6011.000
106,15,16228.000,1091,16228.000
107,6,6177.000,1014,6177.000
108,17,20904.000,1197,20904.000
109,10,12575.000,1262,12575.000
110,9,10813.000,1160,10813.000
111,8,8189.000,1100,8189.000
112,7,8943.000,1336,8943.000
113,4,4462.000,1138,4462.000
114,7,7112.000,920,7112.000
115,15,17029.000,984,17029.000
116,9,10273.000,1126,10273.000
117,15,17388.000,1079,17388.000
118,6,7056.000,1247,7056.000
119,5,5430.000,1004,5430.000
120,11,9984.000,876,9984.000
121,10,12437.000,1158,12437.000
122,3,2810.000,898,2810.000
123,13,15587.000,1088,15587.000
124,10,11598.000,1175,11598.000
125,8,7591.000,912,7591.000
126,4,4984.000,1341,4984.000
127,10,10680.000,981,10680.000
128,6,7535.000,1287,7535.000
129,5,4787.000,975,4787.000
130,6,5289.000,843,5289.000
131,11,10615.000,920,10615.000
132,5,4334.000,860,4334.000
133,4,3744.000,911,3744.000
134,2,1702.000,874,1702.000
135,3,3545.000,1029,3545.000
136,8,8043.000,981,8043.000
137,6,7306.000,1184,7306.000
138,5,5355.000,1009,5355.000
139,4,4046.000,1056,4046.000
140,7,8560.000,1173,8560.000
141,3,2789.000,857,2789.000
142,7,6533.000,931,6533.000
143,4,4863.000,1185,4863.000
144,13,13685.000,1028,13685.000
145,3,2678.000,901,2678.000
146,8,8129.000,958,8129.000
147,14,16658.000,1179,16658.000
148,6,7068.000,1214,7068.000
149,12,11475.000,969,11475.000
150,7,7063.000,940,7063.000
151,10,10825.000,1156,10825.000
152,8,11376.000,1577,11376.000
153,4,3733.000,964,3733.000
154,5,6039.000,1234,6039.000
155,12,14760.000,1244,14760.000
156,11,13600.000,1089,13600.000
157,10,10943.000,948,10943.000
158,8,8525.000,962,8525.000
159,11,14715.000,1352,14715.000
160,12,13240.000,1070,13240.000
161,7,7801.000,1011,7801.000
162,7,7622.000,1079,7622.000
163,4,4416.000,1184,4416.000
164,2,1884.000,1011,1884.000
165,5,5062.000,1034,5062.000
166,6,5717.000,937,5717.000
167,6,8621.000,1560,8621.000
168,10,10410.000,1001,10410.000
169,11,10806.000,950,10806.000
170,9,10627.000,1067,10627.000
171,7,8315.000,1209,8315.000
172,7,8667.000,1189,8667.000
173,10,12106.000,1246,12106.000
174,2,2375.000,1196,2375.000
175,4,4509.000,1116,4509.000
176,6,6070.000,970,6070.000
177,6,7128.000,1348,7128.000
178,12,15333.000,1376,15333.000
179,6,6201.000,1126,6201.000
180,2,1850.000,957,1850.000
181,7,9250.000,1342,9250.000
182,12,13376.000,1036,13376.000
183,10,10670.000,1034,10670.000
184,6,5795.000,1034,5795.000
185,7,7814.000,1076,7814.000
186,6,6287.000,1028,6287.000
187,10,13178.000,1379,13178.000
188,6,6995.000,1128,6995.000
189,6,6247.000,1060,6247.000
190,10,12094.000,1229,12094.000
191,11,13769.000,1366,13769.000
192,4,3885.000,1067,3885.000
193,8,10180.000,1248,10180.000
194,10,10862.000,1073,10862.000
195,5,4444.000,846,4444.000
196,8,8675.000,1190,8675.000
197,3,2724.000,820,2724.000
198,13,13815.000,990,13815.000
199,11,13920.000,1383,13920.000
200,12,12626.000,1015,12626.000
201,6,7556.000,1316,7556.000
202,17,20891.000,1303,20891.000
203,4,4517.000,1126,4517.000
204,2,1883.000,960,1883.000
205,9,10523.000,1074,10523.000
206,8,9219.000,1113,9219.000
207,10,10054.000,945,10054.000
208,5,6134.000,1265,6134.000
209,6,6485.000,1071,6485.000
210,7,7633.000,1101,7633.000
211,15,18527.000,1166,18527.000
212,8,8132.000,1035,8132.000
213,8,8361.000,996,8361.000
214,4,4233.000,1118,4233.000
215,7,7110.000,962,7110.000
216,7,6811.000,881,6811.000
217,5,5836.000,1119,5836.000
218,11,15097.000,1521,15097.000
219,2,2238.000,1224,2238.000
220,12,14910.000,1355,14910.000
221,3,3055.000,967,3055.000
222,4,4087.000,1096,4087.000
223,5,5252.000,967,5252.000
224,2,1706.000,871,1706.000
225,8,8726.000,1094,8726.000
226,4,3987.000,1076,3987.000
227,12,15728.000,1413,15728.000
228,12,13664.000,1215,13664.000
229,9,10822.000,1165,10822.000
230,2,1776.000,894,1776.000
231,2,2649.000,1491,2649.000
232,5,6963.000,1524,6963.000
233,6,5870.000,1023,5870.000
234,9,9249.000,1069,9249.000
235,4,4574.000,1180,4574.000
236,5,5084.000,922,5084.000
237,12,15500.000,1350,15500.000
238,10,12713.000,1382,12713.000
239,9,8415.000,918,8415.000
240,9,9215.000,930,9215.000
241,5,4681.000,927,4681.000
242,11,13729.000,1237,13729.000
243,3,2774.000,910,2774.000
244,4,4657.000,1196,4657.000
245,12,14278.000,1194,14278.000
246,7,8213.000,1150,8213.000
247,4,3883.000,942,3883.000
248,13,13844.000,1040,13844.000
249,2,1632.000,818,1632.000
250,8,9303.000,1244,9303.000
251,8,7859.000,911,7859.000
252,6,8398.000,1489,8398.000
253,7,7294.000,1002,7294.000
254,6,7388.000,1234,7388.000
255,4,4136.000,1047,4136.000
256,6,6063.000,1027,6063.000
257,13,16211.000,1130,16211.000
258,8,9543.000,1127,9543.000
259,4,3631.000,957,3631.000
260,5,5284.000,1119,5284.000
261,2,1694.000,879,1694.000
262,2,1671.000,842,1671.000
263,3,3010.000,993,3010.000
264,9,9497.000,970,9497.000
265,6,6327.000,1036,6327.000
266,3,2814.000,958,2814.000
267,6,6778.000,1093,6778.000
268,3,3452.000,1013,3452.000
269,2,2115.000,1215,2115.000
270,2,1934.000,1079,1934.000
271,7,9138.000,1327,9138.000
272,6,7843.000,1560,7843.000
273,9,10631.000,1104,10631.000
274,11,12544.000,1137,12544.000
275,14,15111.000,1018,15111.000
276,6,6315.000,973,6315.000
277,10,12189.000,1257,12189.000
278,2,1754.000,904,1754.000
279,11,12642.000,1059,12642.000
280,7,7557.000,1061,7557.000
281,7,7395.000,1043,7395.000
282,6,7993.000,1560,7993.000
283,4,3837.000,900,3837.000
284,3,2848.000,924,2848.000
285,8,8516.000,1089,8516.000
286,5,5482.000,921,5482.000
287,9,11122.000,1185,11122.000
288,4,4335.000,1044,4335.000
289,9,11405.000,1489,11405.000
290,8,7587.000,925,7587.000
291,2,1760.000,893,1760.000
292,9,10319.000,1042,10319.000
293,3,2816.000,932,2816.000
294,10,12800.000,1518,12800.000
295,3,3053.000,1000,3053.000
296,9,9491.000,991,9491.000
297,5,5701.000,1244,5701.000
298,5,6045.000,1214,6045.000
299,8,9257.000,1181,9257.000
300,13,16761.000,1352,16761.000
301,3,3172.000,1015,3172.000
302,9,10388.000,1103,10388.000
303,3,3004.000,1013,3004.000
304,7,6787.000,915,6787.000
305,7,7950.000,1076,7950.000
306,6,6877.000,1135,6877.000
307,5,5513.000,1128,5513.000
308,10,11298.000,1131,11298.000
309,6,6468.000,1044,6468.000
310,7,7459.000,935,7459.000
311,11,13355.000,1174,13355.000
312,9,9827.000,924,9827.000
313,4,3602.000,910,3602.000
314,5,6194.000,1322,6194.000
315,3,2677.000,876,2677.000
316,16,18522.000,1148,18522.000
317,8,8075.000,937,8075.000
318,2,1697.000,891,1697.000
319,2,1995.000,1035,1995.000
320,11,13262.000,1270,13262.000
321,2,1698.000,875,1698.000
322,6,6768.000,1232,6768.000
323,6,6767.000,1235,6767.000
324,8,9131.000,1089,9131.000
325,7,7505.000,1009,7505.000
326,6,6629.000,1113,6629.000
327,6,6865.000,1258,6865.000
328,8,10437.000,1420,10437.000
329,4,4850.000,1480,4850.000
330,9,9957.000,1052,9957.000
331,8,8747.000,992,8747.000
332,8,8324.000,1031,8324.000
333,10,10727.000,975,10727.000
334,9,9714.000,1038,9714.000
335,6,6683.000,1156,6683.000
336,3,3544.000,1227,3544.000
337,9,9403.000,972,9403.000
338,3,2999.000,967,2999.000
339,3,3264.000,936,3264.000
340,8,10069.000,1224,10069.000
341,6,8124.000,1489,8124.000
342,3,2870.000,904,2870.000
343,3,3113.000,1018,3113.000
344,20,22638.000,1155,22638.000
345,5,4380.000,880,4380.000
346,16,19868.000,1380,19868.000
347,12,14500.000,1263,14500.000
348,7,8448.000,1246,8448.000
349,5,5656.000,1088,5656.000
350,6,6681.000,1022,6681.000
351,8,9248.000,1261,9248.000
352,11,12795.000,1223,12795.000
353,3,2653.000,845,2653.000
354,6,5724.000,940,5724.000
355,4,4065.000,1000,4065.000
356,6,7021.000,1200,7021.000
357,7,7304.000,940,7304.000
358,6,8108.000,1367,8108.000
359,10,11729.000,1010,11729.000
360,3,3003.000,990,3003.000
361,2,1741.000,911,1741.000
362,8,8613.000,1045,8613.000
363,4,3967.000,946,3967.000
364,5,5123.000,1000,5123.000
365,3,2806.000,957,2806.000
366,3,2744.000,834,2744.000
367,4,3862.000,1010,3862.000
368,5,5872.000,1164,5872.000
369,4,3703.000,930,3703.000
370,4,4423.000,1057,4423.000
371,2,1760.000,935,1760.000
372,2,1899.000,1036,1899.000
373,2,1690.000,873,1690.000
374,2,1994.000,1162,1994.000
375,7,7819.000,1080,7819.000
376,6,7182.000,1211,7182.000
377,4,4944.000,1244,4944.000
378,10,10991.000,1138,10991.000
379,8,10017.000,1371,10017.000
380,3,2722.000,919,2722.000
381,5,5894.000,1206,5894.000
382,7,8450.000,1275,8450.000
383,5,4954.000,979,4954.000
384,6,6784.000,1050,6784.000
385,14,16721.000,1109,16721.000
386,2,1855.000,1026,1855.000
387,5,5127.000,1071,5127.000
388,11,12141.000,1096,12141.000
389,6,6629.000,1007,6629.000
390,8,10208.000,1489,10208.000
391,11,14953.000,1430,14953.000
392,7,8364.000,1177,8364.000
393,6,6560.000,1109,6560.000
394,4,4799.000,1445,4799.000
395,9,9140.000,903,9140.000
396,8,9451.000,1285,9451.000
397,4,4820.000,1313,4820.000
398,8,8553.000,1064,8553.000
399,2,2042.000,1147,2042.000
400,4,5685.000,1456,5685.000
401,6,6374.000,917,6374.000
402,12,14498.000,1078,14498.000
403,5,5538.000,960,5538.000
404,11,13038.000,1152,13038.000
405,2,2418.000,1382,2418.000
406,6,6096.000,996,6096.000
407,6,6592.000,1098,6592.000
408,4,4099.000,1005,4099.000
409,12,14183.000,1202,14183.000
410,9,10090.000,1144,10090.000
411,6,6610.000,1140,6610.000
412,4,4786.000,1293,4786.000
413,7,8445.000,1189,8445.000
414,4,4486.000,1276,4486.000
415,4,4070.000,1056,4070.000
416,8,9209.000,1192,9209.000
417,5,6681.000,1456,6681.000
418,9,10870.000,1158,10870.000
419,4,3375.000,840,3375.000
420,5,5019.000,935,5019.000
421,6,6944.000,1244,6944.000
422,6,6799.000,1026,6799.000
423,6,7128.000,1415,7128.000
424,12,13544.000,1114,13544.000
425,4,4430.000,1186,4430.000
426,9,10527.000,1164,10527.000
427,9,10518.000,1143,10518.000
428,13,14552.000,1080,14552.000
429,8,9786.000,1303,9786.000
430,13,15837.000,1310,15837.000
431,3,2923.000,1005,2923.000
432,4,6010.000,1475,6010.000
433,11,13682.000,1207,13682.000
434,4,5093.000,1288,5093.000
435,3,2933.000,1039,2933.000
436,2,1674.000,846,1674.000
437,6,6411.000,1150,6411.000
438,8,9600.000,1456,9600.000
439,9,11281.000,1323,11281.000
440,5,5270.000,1084,5270.000
441,9,11229.000,1424,11229.000
442,13,13370.000,929,13370.000
443,6,7087.000,1310,7087.000
444,7,6803.000,933,6803.000
445,17,20087.000,1150,20087.000
446,13,12435.000,898,12435.000
447,5,5793.000,1161,5793.000
448,2,2122.000,1151,2122.000
449,3,2689.000,917,2689.000
450,4,3837.000,1017,3837.000
451,3,3594.000,1113,3594.000
452,7,7410.000,1047,7410.000
453,2,1885.000,954,1885.000
454,3,2914.000,947,2914.000
455,3,3118.000,978,3118.000
456,6,6351.000,1095,6351.000
457,5,6636.000,1326,6636.000
458,6,6730.000,1126,6730.000
459,4,4121.000,1073,4121.000
460,14,16926.000,1155,16926.000
461,2,1877.000,982,1877.000
462,5,5388.000,1065,5388.000
463,9,9803.000,1014,9803.000
464,2,2126.000,1180,2126.000
465,6,6014.000,954,6014.000
466,5,4702.000,909,4702.000
467,9,11462.000,1183,11462.000
468,2,2017.000,1009,2017.000
469,7,6712.000,926,6712.000
470,2,2032.000,1091,2032.000
471,3,2874.000,946,2874.000
472,7,8554.000,1424,8554.000
473,4,5563.000,1436,5563.000
474,4,4410.000,1165,4410.000
475,9,10646.000,1277,10646.000
476,7,7540.000,886,7540.000
477,7,8371.000,1138,8371.000
478,3,2732.000,928,2732.000
479,3,2794.000,846,2794.000
480,5,5377.000,984,5377.000
481,6,5809.000,922,5809.000
482,6,6484.000,1193,6484.000
483,12,12307.000,1006,12307.000
484,4,4961.000,1317,4961.000
485,6,6232.000,991,6232.000
486,6,7470.000,1226,7470.000
487,5,5345.000,944,5345.000
488,3,3392.000,1060,3392.000
489,6,7356.000,1208,7356.000
490,6,6598.000,1102,6598.000
491,6,7087.000,1238,7087.000
492,5,4473.000,888,4473.000
493,2,2192.000,1267,2192.000
494,9,11461.000,1279,11461.000
495,10,11807.000,1115,11807.000
496,2,1734.000,886,1734.000
497,9,11686.000,1461,11686.000
498,7,7733.000,1144,7733.000
499,11,12083.000,1014,12083.000
500,5,5496.000,1012,5496.000
501,10,11512.000,1247,11512.000
502,2,1682.000,876,1682.000
503,7,7697.000,991,7697.000
504,8,9778.000,1222,9778.000
505,16,18658.000,1105,18658.000
506,8,9462.000,1228,9462.000
507,6,6633.000,1141,6633.000
508,4,4524.000,1278,4524.000
509,4,4043.000,977,4043.000
510,2,2852.000,1534,2852.000
511,10,11717.000,1081,11717.000
512,10,10860.000,1145,10860.000
513,6,7731.000,1598,7731.000
514,12,13400.000,1177,13400.000
515,6,7239.000,1235,7239.000
516,4,3862.000,1045,3862.000
517,3,2641.000,900,2641.000
518,20,22854.000,1112,22854.000
519,2,1720.000,877,1720.000
520,3,3116.000,972,3116.000
521,9,10860.000,1335,10860.000
522,7,6700.000,877,6700.000
523,2,1901.000,1033,1901.000
524,5,5836.000,1011,5836.000
525,6,6146.000,1089,6146.000
526,7,7488.000,878,7488.000
527,13,15499.000,1303,15499.000
528,5,5706.000,1057,5706.000
529,7,7797.000,984,7797.000
530,2,1820.000,958,1820.000
531,6,7341.000,1423,7341.000
532,10,11620.000,1178,11620.000
533,6,6959.000,1150,6959.000
534,3,2759.000,838,2759.000
535,8,9169.000,1191,9169.000
536,7,8052.000,1148,8052.000
537,5,5492.000,919,5492.000
538,3,3454.000,1010,3454.000
539,3,3154.000,991,3154.000
540,6,7070.000,1347,7070.000
541,9,10555.000,1133,10555.000
542,10,12442.000,1346,12442.000
543,7,7938.000,1202,7938.000
544,2,1827.000,993,1827.000
545,5,6544.000,1326,6544.000
546,6,7753.000,1489,7753.000
547,6,6935.000,1184,6935.000
548,5,5548.000,1084,5548.000
549,5,6867.000,1530,6867.000
550,5,5139.000,1000,5139.000
551,5,4976.000,953,4976.000
552,12,14792.000,1313,14792.000
553,7,6683.000,940,6683.000
554,6,6566.000,1088,6566.000
555,10,12723.000,1456,12723.000
556,3,3491.000,1261,3491.000
557,2,1817.000,939,1817.000
558,4,4714.000,1326,4714.000
559,4,5554.000,1428,5554.000
560,6,7400.000,1365,7400.000
561,5,4541.000,840,4541.000
562,6,5913.000,1013,5913.000
563,12,13304.000,1133,13304.000
564,5,4970.000,981,4970.000
565,7,8467.000,1120,8467.000
566,7,8359.000,1218,8359.000
567,6,6602.000,1145,6602.000
568,7,8019.000,1213,8019.000
569,10,10864.000,1000,10864.000
570,8,9670.000,1365,9670.000
571,9,10298.000,1142,10298.000
572,2,1658.000,840,1658.000
573,4,4217.000,1026,4217.000
574,6,6846.000,1192,6846.000
575,6,6692.000,1201,6692.000
576,15,18150.000,1198,18150.000
577,11,11875.000,1045,11875.000
578,7,8231.000,1196,8231.000
579,12,14324.000,1190,14324.000
580,4,4744.000,1390,4744.000
581,4,3829.000,959,3829.000
582,2,1921.000,1107,1921.000
583,4,3726.000,915,3726.000
584,3,2976.000,1003,2976.000
585,4,3954.000,939,3954.000
586,7,7635.000,1060,7635.000
587,5,4776.000,916,4776.000
588,8,8886.000,1152,8886.000
589,10,11459.000,1242,11459.000
590,8,8812.000,1179,8812.000
591,4,3642.000,912,3642.000
592,9,11418.000,1232,11418.000
593,10,12579.000,1365,12579.000
594,11,12362.000,1012,12362.000
595,9,9312.000,1013,9312.000
596,4,3928.000,1046,3928.000
597,8,8633.000,1080,8633.000
598,9,9570.000,1007,9570.000
599,11,12729.000,1105,12729.000
600,6,6140.000,1088,6140.000
601,5,5734.000,962,5734.000
602,8,9607.000,1236,9607.000
603,5,5085.000,950,5085.000
604,11,12937.000,1271,12937.000
605,6,6444.000,1093,6444.000
606,4,4121.000,1212,4121.000
607,8,9168.000,1151,9168.000
608,10,11484.000,1365,11484.000
609,9,9958.000,938,9958.000
610,11,11469.000,1015,11469.000
611,3,3273.000,1109,3273.000
612,5,6673.000,1414,6673.000
613,3,2983.000,1005,2983.000
614,2,1943.000,987,1943.000
615,3,2655.000,861,2655.000
616,3,3045.000,975,3045.000
617,7,8659.000,1301,8659.000
618,5,5181.000,906,5181.000
619,4,4315.000,1183,4315.000
620,6,7012.000,1258,7012.000
621,11,12618.000,1135,12618.000
622,8,9770.000,1365,9770.000
623,8,8345.000,989,8345.000
624,3,3282.000,962,3282.000
625,8,7387.000,853,7387.000
626,6,6574.000,1120,6574.000
627,7,7421.000,989,7421.000
628,4,3564.000,901,3564.000
629,14,15593.000,1070,15593.000
630,7,7492.000,1078,7492.000
631,9,9722.000,1087,9722.000
632,4,3955.000,945,3955.000
633,8,9506.000,1337,9506.000
634,2,1668.000,837,1668.000
635,6,6709.000,1109,6709.000
636,9,11766.000,1260,11766.000
637,12,13782.000,1163,13782.000
638,7,6762.000,896,6762.000
639,7,8471.000,1246,8471.000
640,3,2689.000,859,2689.000
641,3,3053.000,1068,3053.000
642,9,9400.000,974,9400.000
643,4,5222.000,1329,5222.000
644,4,4394.000,1270,4394.000
645,7,7395.000,992,7395.000
646,7,9758.000,1508,9758.000
647,7,8428.000,1152,8428.000
648,9,10153.000,1011,10153.000
649,7,7512.000,985,7512.000
650,9,10609.000,1261,10609.000
651,5,5318.000,964,5318.000
652,14,15952.000,1115,15952.000
653,10,11558.000,1152,11558.000
654,8,8348.000,995,8348.000
655,25,31150.000,1365,31150.000
656,2,2870.000,1473,2870.000
657,9,10036.000,1068,10036.000
658,5,4958.000,988,4958.000
659,2,1987.000,996,1987.000
660,10,11386.000,1200,11386.000
661,4,4069.000,1040,4069.000
662,3,3200.000,1082,3200.000
663,2,1984.000,1115,1984.000
664,3,3272.000,1081,3272.000
665,3,2519.000,851,2519.000
666,2,1670.000,842,1670.000
667,2,2356.000,1234,2356.000
668,4,4228.000,1073,4228.000
669,2,1781.000,925,1781.000
670,2,2001.000,1188,2001.000
671,10,11698.000,1248,11698.000
672,5,4660.000,866,4660.000
673,2,1942.000,1098,1942.000
674,3,2888.000,871,2888.000
675,14,15674.000,1105,15674.000
676,7,7779.000,985,7779.000
677,10,12403.000,1408,12403.000
678,5,5312.000,958,5312.000
679,11,11833.000,953,11833.000
680,7,6735.000,940,6735.000
681,2,1829.000,981,1829.000
682,11,14085.000,1313,14085.000
683,5,5918.000,1084,5918.000
